time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,school_phase,NC_year_admission,admission_numbers,applications_received,online_applications,online_apps_percent,no_of_preferences,first_preference_offers,first_preference_offers_percent,second_preference_offers,second_preference_offers_percent,third_preference_offers,third_preference_offers_percent,one_of_the_three_preference_offers,one_of_the_three_preference_offers_percent,preferred_school_offer,preferred_school_offer_percent,non_preferred_offer,non_preferred_offer_percent,no_offer,no_offer_percent,schools_in_la_offer,schools_in_la_offer_percent,schools_in_another_la_offer,schools_in_another_la_offer_percent,offers_to_nonapplicants
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000026,879,Plymouth,Primary,R,3382,2753,2626,95.38685071,3,2583,93.82491827,129,4.685797312,20,0.726480203,2732,99.23719579,2732,99.23719579,21,0.762804214,0,0,2666,96.83981112,87,3.160188885,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000027,880,Torbay,Primary,R,1487,1316,1203,91.41337386,3,1211,92.0212766,58,4.407294833,18,1.367781155,1287,97.79635258,1287,97.79635258,29,2.203647416,0,0,1276,96.96048632,40,3.039513678,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000012,881,Essex,Primary,R,19176,16129,15887,98.499597,4,14365,89.06317813,1072,6.646413293,285,1.767003534,15722,97.47659495,15842,98.22059644,285,1.767003534,2,0.012400025,15892,98.53059706,237,1.469402939,2
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000033,882,Southend-on-Sea,Primary,R,2199,2074,1913,92.23722276,3,1826,88.04243009,152,7.328833173,43,2.073288332,2021,97.44455159,2021,97.44455159,53,2.555448409,0,0,2069,98.61773117,29,1.382268827,24
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000034,883,Thurrock,Primary,R,2532,2525,2481,98.25742574,4,2231,88.35643564,158,6.257425743,40,1.584158416,2429,96.1980198,2442,96.71287129,77,3.04950495,6,0.237623762,2442,96.94323144,77,3.056768559,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000019,884,Herefordshire,Primary,R,2228,1675,1651,98.56716418,3,1610,96.11940299,48,2.865671642,5,0.298507463,1663,99.28358209,1663,99.28358209,12,0.71641791,0,0,1644,98.14925373,31,1.850746269,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000034,885,Worcestershire,Primary,R,7074,6239,5935,95.12742427,3,5705,91.44093605,289,4.632152589,75,1.202115724,6069,97.27520436,6070,97.29123257,167,2.676711011,2,0.032056419,6076,97.41863075,161,2.581369248,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000016,886,Kent,Primary,R,19676,17494,17126,97.89642163,3,15369,87.85297816,1194,6.82519721,388,2.217903281,16951,96.89607866,16951,96.89607866,456,2.60660798,87,0.497313365,17249,99.09231918,158,0.907680818,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000035,887,Medway,Primary,R,3893,3487,3450,98.93891597,6,3093,88.70088902,241,6.911385145,67,1.921422426,3401,97.53369659,3413,97.87783195,74,2.122168053,0,0,3376,96.81674792,111,3.183252079,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E10000017,888,Lancashire,Primary,R,15767,13450,13140,97.69516729,3,11905,88.51301115,914,6.795539033,239,1.776951673,13058,97.08550186,13058,97.08550186,379,2.817843866,13,0.096654275,13273,98.77948947,164,1.220510531,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000008,889,Blackburn with Darwen,Primary,R,2350,1978,1907,96.41051567,3,1757,88.82709808,132,6.673407482,37,1.87057634,1926,97.3710819,1926,97.3710819,52,2.628918099,0,0,1896,95.85439838,82,4.145601618,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000009,890,Blackpool,Primary,R,1858,1441,1287,89.3129771,3,1354,93.96252602,55,3.816793893,10,0.693962526,1419,98.47328244,1419,98.47328244,22,1.526717557,0,0,1381,95.83622484,60,4.163775156,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000024,891,Nottinghamshire,Primary,R,10613,8880,8880,100,4,8203,92.37612613,428,4.81981982,86,0.968468468,8717,98.16441441,8741,98.43468468,139,1.565315315,0,0,8693,97.89414414,187,2.105855856,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000018,892,Nottingham,Primary,R,4133,3683,3241,87.99891393,6,3270,88.7863155,236,6.407819712,43,1.167526473,3549,96.36166169,3578,97.14906326,103,2.796633179,2,0.054303557,3467,94.1863624,214,5.813637598,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000051,893,Shropshire,Primary,R,3328,2901,2875,99.10375733,3,2714,93.55394691,121,4.170975526,19,0.65494657,2854,98.37986901,2854,98.37986901,47,1.620130989,0,0,2828,97.48362634,73,2.516373664,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000020,894,Telford and Wrekin,Primary,R,2458,1995,1995,100,4,1860,93.23308271,82,4.110275689,18,0.902255639,1960,98.24561404,1963,98.39598997,32,1.604010025,0,0,1964,98.44611529,31,1.553884712,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000049,895,Cheshire East,Primary,R,4631,4014,3877,96.58694569,3,3668,91.38016941,213,5.306427504,54,1.34529148,3935,98.03188839,3936,98.0568012,78,1.943198804,0,0,3929,97.88241156,85,2.11758844,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000050,896,Cheshire West and Chester,Primary,R,4390,3660,3613,98.71584699,3,3329,90.95628415,183,5,68,1.857923497,3580,97.81420765,3580,97.81420765,79,2.158469945,1,0.027322404,3609,98.63350642,50,1.366493577,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000052,908,Cornwall,Primary,R,6726,5411,5321,98.33672149,3,5088,94.03067825,210,3.880983182,31,0.572907041,5329,98.48456847,5329,98.48456847,82,1.515431528,0,0,5389,99.59342081,22,0.406579191,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E10000006,909,Cumbria,Primary,R,6330,4665,3971,85.12325831,3,4540,97.3204716,79,1.693461951,7,0.150053591,4626,99.16398714,4626,99.16398714,39,0.836012862,0,0,4657,99.82851018,8,0.171489818,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000013,916,Gloucestershire,Primary,R,8045,6778,6475,95.52965477,5,6150,90.73473001,318,4.691649454,98,1.445854234,6566,96.8722337,6614,97.5804072,158,2.331071112,6,0.088521688,6654,98.25753101,118,1.74246899,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000015,919,Hertfordshire,Primary,R,15436,14170,14090,99.43542696,4,12379,87.36062103,1025,7.233592096,344,2.427664079,13748,97.02187721,13885,97.98870854,285,2.011291461,0,0,13939,98.36979534,231,1.630204658,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000046,921,Isle of Wight,Primary,R,1445,1135,1033,91.01321586,3,1085,95.59471366,31,2.731277533,2,0.176211454,1118,98.50220264,1118,98.50220264,17,1.497797357,0,0,1135,100,0,0,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000019,925,Lincolnshire,Primary,R,9393,7499,7241,96.55954127,3,7050,94.012535,308,4.107214295,51,0.680090679,7409,98.79983998,7409,98.79983998,90,1.200160021,0,0,7414,98.86651554,85,1.133484465,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000020,926,Norfolk,Primary,R,10453,8911,8150,91.45999327,3,8349,93.69318819,315,3.534956795,76,0.852878465,8740,98.08102345,8740,98.08102345,157,1.761867355,14,0.157109191,8775,98.54014599,130,1.459854015,8
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000021,928,Northamptonshire,Primary,R,10724,8735,8570,98.11104751,3,8124,93.00515169,401,4.590726961,86,0.984544934,8611,98.58042358,8611,98.58042358,124,1.419576417,0,0,8626,98.75214654,109,1.247853463,0
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000048,929,Northumberland,Primary,R,3982,2839,2702,95.17435717,4,2780,97.92180345,54,1.902078197,3,0.105671011,2837,99.92955266,2837,99.92955266,0,0,2,0.070447341,2820,99.40077547,17,0.599224533,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000025,931,Oxfordshire,Primary,R,8833,7355,6966,94.7110809,4,6666,90.63222298,383,5.207341944,122,1.658735554,7171,97.49830048,7199,97.87899388,154,2.093813732,2,0.027192386,7265,98.80320957,88,1.196790426,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000027,933,Somerset,Primary,R,6489,5569,5428,97.46812713,3,5173,92.88920812,250,4.48913629,41,0.736218352,5464,98.11456276,5464,98.11456276,95,1.70587179,10,0.179565452,5439,97.84133837,120,2.15866163,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000029,935,Suffolk,Primary,R,9150,7402,7120,96.19021886,3,6930,93.62334504,313,4.228586868,49,0.661983248,7292,98.51391516,7292,98.51391516,109,1.47257498,1,0.013509862,7291,98.51371436,110,1.486285637,0
